lead_id,created_date,channel,campaign,company_segment,industry,employee_count,lead_score,first_response_hours,mql_date,sql_date,opportunity_date,customer_date,expected_arr,status
L01805,2026-01-11,Organic Search,Campaign 2,Enterprise,SaaS,150,22,20,2026-01-14,,,,0,MQL
L01806,2025-09-21,Paid Social,Campaign 0,SMB,SaaS,150,35,27,,,,,0,Lead
L01807,2025-01-24,Paid Search,Campaign 1,Enterprise,SaaS,150,84,22,,,,,0,Lead
L01808,2025-04-25,Partner,Campaign 4,SMB,SaaS,150,64,14,2025-05-02,,,,0,MQL
L01809,2026-03-26,Paid Social,Campaign 0,Enterprise,SaaS,150,94,29,2026-03-28,,,,0,MQL
L01810,2025-05-10,Paid Social,Campaign 0,Mid-Market,SaaS,150,25,31,,,,,0,Lead
L01811,2026-03-03,Partner,Campaign 4,Enterprise,SaaS,150,90,18,2026-03-09,2026-03-19,,,0,SQL
L01812,2025-02-09,Paid Social,Campaign 0,Enterprise,SaaS,150,91,29,2025-02-12,,,,0,MQL
L01813,2026-04-22,Email Nurture,Campaign 5,SMB,SaaS,150,78,28,2026-04-25,,,,0,MQL
L01814,2025-06-29,Organic Search,Campaign 2,SMB,SaaS,150,87,23,,,,,0,Lead
L01815,2025-06-23,Organic Search,Campaign 2,SMB,SaaS,150,62,12,2025-07-02,2025-07-07,2025-07-25,,50100,Opportunity
L01816,2026-01-03,Paid Social,Campaign 0,SMB,SaaS,150,30,45,,,,,0,Lead
L01817,2025-06-10,Paid Search,Campaign 1,SMB,SaaS,150,44,13,,,,,0,Lead
L01818,2025-03-19,Paid Search,Campaign 1,Mid-Market,SaaS,150,20,17,,,,,0,Lead
L01819,2026-02-28,Partner,Campaign 4,SMB,SaaS,150,61,14,2026-03-10,2026-03-23,2026-03-29,,23600,Opportunity
L01820,2025-04-01,Organic Search,Campaign 2,Enterprise,SaaS,150,46,12,,,,,0,Lead
L01821,2025-01-05,Paid Social,Campaign 0,Mid-Market,SaaS,150,35,52,2025-01-15,,,,0,MQL
L01822,2025-08-02,Paid Social,Campaign 0,SMB,SaaS,150,39,52,,,,,0,Lead
L01823,2026-03-03,Paid Social,Campaign 0,SMB,SaaS,150,65,38,2026-03-09,,,,0,MQL
L01824,2026-03-07,Organic Search,Campaign 2,SMB,SaaS,150,54,22,,,,,0,Lead
L01825,2026-01-01,Organic Search,Campaign 2,Mid-Market,SaaS,150,65,25,,,,,0,Lead
L01826,2025-05-09,Organic Search,Campaign 2,Enterprise,SaaS,150,71,24,,,,,0,Lead
L01827,2025-07-25,Organic Search,Campaign 2,SMB,SaaS,150,58,23,,,,,0,Lead
L01828,2026-05-31,Paid Search,Campaign 1,Mid-Market,SaaS,150,28,20,,,,,0,Lead
L01829,2026-04-03,Paid Social,Campaign 0,SMB,SaaS,150,72,28,2026-04-05,2026-04-19,,,0,SQL
L01830,2025-04-18,Webinar,Campaign 3,SMB,SaaS,150,92,38,2025-04-28,,,,0,MQL
L01831,2025-08-14,Email Nurture,Campaign 5,Enterprise,SaaS,150,83,36,2025-08-24,2025-08-28,,,0,SQL
L01832,2025-11-17,Paid Social,Campaign 0,Mid-Market,SaaS,150,95,40,2025-11-24,,,,0,MQL
L01833,2026-03-22,Paid Search,Campaign 1,SMB,SaaS,150,97,12,,,,,0,Lead
L01834,2025-04-19,Organic Search,Campaign 2,Enterprise,SaaS,150,83,15,2025-04-28,,,,0,MQL
L01835,2025-03-12,Partner,Campaign 4,SMB,SaaS,150,30,8,2025-03-14,2025-03-29,,,0,SQL
L01836,2025-09-29,Webinar,Campaign 3,Mid-Market,SaaS,150,64,35,,,,,0,Lead
L01837,2025-03-27,Paid Search,Campaign 1,Enterprise,SaaS,150,23,16,2025-04-02,,,,0,MQL
L01838,2026-04-11,Paid Search,Campaign 1,Mid-Market,SaaS,150,59,11,2026-04-15,,,,0,MQL
L01839,2025-07-11,Paid Search,Campaign 1,SMB,SaaS,150,44,29,2025-07-13,,,,0,MQL
L01840,2025-03-20,Paid Social,Campaign 0,Mid-Market,SaaS,150,57,39,2025-03-24,2025-04-09,2025-04-26,,12000,Opportunity
L01841,2026-05-02,Organic Search,Campaign 2,Enterprise,SaaS,150,56,23,2026-05-06,2026-05-13,,,0,SQL
L01842,2025-03-25,Email Nurture,Campaign 5,Mid-Market,SaaS,150,21,28,,,,,0,Lead
L01843,2025-05-18,Email Nurture,Campaign 5,Enterprise,SaaS,150,34,28,2025-05-28,,,,0,MQL
L01844,2025-07-10,Paid Search,Campaign 1,SMB,SaaS,150,89,11,,,,,0,Lead
L01845,2025-12-20,Paid Social,Campaign 0,Enterprise,SaaS,150,35,58,2025-12-29,,,,0,MQL
L01846,2026-05-28,Paid Social,Campaign 0,Mid-Market,SaaS,150,65,27,2026-06-02,,,,0,MQL
L01847,2025-04-29,Paid Search,Campaign 1,Enterprise,SaaS,150,23,27,2025-05-02,2025-05-11,,,0,SQL
L01848,2025-07-07,Partner,Campaign 4,SMB,SaaS,150,41,13,,,,,0,Lead
L01849,2026-06-11,Organic Search,Campaign 2,SMB,SaaS,150,70,9,2026-06-21,2026-06-28,,,0,SQL
L01850,2026-06-17,Organic Search,Campaign 2,SMB,SaaS,150,84,24,,,,,0,Lead
L01851,2026-01-31,Paid Social,Campaign 0,SMB,SaaS,150,85,35,2026-02-05,,,,0,MQL
L01852,2026-04-20,Paid Search,Campaign 1,SMB,SaaS,150,52,23,2026-04-23,,,,0,MQL
L01853,2025-05-02,Organic Search,Campaign 2,Enterprise,SaaS,150,90,26,2025-05-12,,,,0,MQL
L01854,2026-06-13,Paid Social,Campaign 0,SMB,SaaS,150,41,29,2026-06-16,2026-06-27,2026-07-25,2026-08-23,22200,Customer
L01855,2025-12-24,Partner,Campaign 4,Enterprise,SaaS,150,81,16,2025-12-27,2026-01-09,,,0,SQL
L01856,2026-05-04,Organic Search,Campaign 2,SMB,SaaS,150,80,25,2026-05-08,,,,0,MQL
L01857,2025-12-07,Paid Social,Campaign 0,SMB,SaaS,150,66,25,,,,,0,Lead
L01858,2025-05-27,Organic Search,Campaign 2,Mid-Market,SaaS,150,92,18,2025-05-28,,,,0,MQL
L01859,2025-07-04,Paid Search,Campaign 1,SMB,SaaS,150,38,16,2025-07-06,,,,0,MQL
L01860,2025-04-17,Partner,Campaign 4,SMB,SaaS,150,38,14,2025-04-18,2025-04-24,2025-05-03,,31400,Opportunity
L01861,2025-04-26,Paid Social,Campaign 0,Mid-Market,SaaS,150,81,48,,,,,0,Lead
L01862,2025-05-11,Paid Search,Campaign 1,SMB,SaaS,150,40,23,2025-05-16,2025-05-30,2025-06-26,,13000,Opportunity
L01863,2025-04-17,Email Nurture,Campaign 5,Mid-Market,SaaS,150,97,16,,,,,0,Lead
L01864,2025-08-31,Webinar,Campaign 3,SMB,SaaS,150,43,40,2025-09-01,,,,0,MQL
L01865,2026-05-11,Organic Search,Campaign 2,Enterprise,SaaS,150,52,27,2026-05-21,,,,0,MQL
L01866,2025-02-07,Email Nurture,Campaign 5,SMB,SaaS,150,47,26,,,,,0,Lead
L01867,2026-06-18,Paid Social,Campaign 0,Enterprise,SaaS,150,83,30,2026-06-26,,,,0,MQL
L01868,2026-03-12,Webinar,Campaign 3,Mid-Market,SaaS,150,76,34,,,,,0,Lead
L01869,2025-10-13,Organic Search,Campaign 2,Mid-Market,SaaS,150,54,13,2025-10-14,2025-10-22,2025-11-19,,25600,Opportunity
L01870,2025-03-06,Paid Social,Campaign 0,Enterprise,SaaS,150,81,60,2025-03-08,,,,0,MQL
L01871,2026-06-24,Email Nurture,Campaign 5,Enterprise,SaaS,150,23,23,,,,,0,Lead
L01872,2025-02-09,Paid Search,Campaign 1,SMB,SaaS,150,31,10,2025-02-10,,,,0,MQL
L01873,2025-03-11,Partner,Campaign 4,Mid-Market,SaaS,150,48,11,2025-03-15,,,,0,MQL
L01874,2026-01-06,Organic Search,Campaign 2,Enterprise,SaaS,150,84,22,,,,,0,Lead
L01875,2026-02-12,Organic Search,Campaign 2,SMB,SaaS,150,51,14,2026-02-18,,,,0,MQL
L01876,2025-06-21,Organic Search,Campaign 2,Mid-Market,SaaS,150,21,18,,,,,0,Lead
L01877,2026-04-24,Paid Search,Campaign 1,Enterprise,SaaS,150,33,25,,,,,0,Lead
L01878,2025-11-06,Organic Search,Campaign 2,Mid-Market,SaaS,150,82,12,2025-11-12,2025-11-19,2025-11-27,,10600,Opportunity
L01879,2025-07-20,Paid Social,Campaign 0,Mid-Market,SaaS,150,26,37,,,,,0,Lead
L01880,2026-05-27,Paid Social,Campaign 0,Mid-Market,SaaS,150,44,31,,,,,0,Lead
L01881,2026-05-16,Email Nurture,Campaign 5,Enterprise,SaaS,150,67,33,2026-05-22,,,,0,MQL
L01882,2025-01-23,Paid Social,Campaign 0,SMB,SaaS,150,34,35,2025-02-02,,,,0,MQL
L01883,2025-05-10,Partner,Campaign 4,Enterprise,SaaS,150,85,13,2025-05-12,2025-05-14,2025-06-02,2025-07-11,33300,Customer
L01884,2025-11-14,Paid Social,Campaign 0,Enterprise,SaaS,150,40,40,2025-11-23,,,,0,MQL
L01885,2025-04-14,Webinar,Campaign 3,Mid-Market,SaaS,150,63,40,2025-04-21,2025-05-05,2025-05-28,2025-06-27,11900,Customer
L01886,2026-03-12,Webinar,Campaign 3,SMB,SaaS,150,96,21,2026-03-21,2026-03-26,2026-04-13,,27500,Opportunity
L01887,2025-06-12,Paid Social,Campaign 0,SMB,SaaS,150,97,29,2025-06-14,2025-06-17,,,0,SQL
L01888,2025-01-05,Paid Search,Campaign 1,Mid-Market,SaaS,150,21,12,,,,,0,Lead
L01889,2026-05-27,Paid Social,Campaign 0,Mid-Market,SaaS,150,92,43,,,,,0,Lead
L01890,2025-02-26,Paid Social,Campaign 0,Mid-Market,SaaS,150,75,36,,,,,0,Lead
L01891,2025-12-28,Organic Search,Campaign 2,Mid-Market,SaaS,150,75,23,2026-01-05,2026-01-11,2026-02-01,,12300,Opportunity
L01892,2025-10-29,Paid Social,Campaign 0,SMB,SaaS,150,42,27,,,,,0,Lead
L01893,2025-08-12,Paid Search,Campaign 1,Enterprise,SaaS,150,22,18,,,,,0,Lead
L01894,2026-03-18,Organic Search,Campaign 2,SMB,SaaS,150,81,18,,,,,0,Lead
L01895,2025-07-01,Paid Search,Campaign 1,Mid-Market,SaaS,150,82,15,2025-07-07,2025-07-22,2025-07-29,,54900,Opportunity
L01896,2025-05-03,Organic Search,Campaign 2,SMB,SaaS,150,49,22,2025-05-08,,,,0,MQL
L01897,2025-05-09,Webinar,Campaign 3,SMB,SaaS,150,32,42,,,,,0,Lead
L01898,2025-04-11,Organic Search,Campaign 2,Enterprise,SaaS,150,91,13,,,,,0,Lead
L01899,2026-06-06,Webinar,Campaign 3,Enterprise,SaaS,150,40,42,,,,,0,Lead
L01900,2025-06-07,Paid Social,Campaign 0,SMB,SaaS,150,68,22,2025-06-15,2025-06-23,,,0,SQL
L01901,2026-06-09,Paid Social,Campaign 0,SMB,SaaS,150,45,41,,,,,0,Lead
L01902,2026-02-15,Email Nurture,Campaign 5,Enterprise,SaaS,150,45,25,2026-02-18,,,,0,MQL
L01903,2025-08-14,Email Nurture,Campaign 5,SMB,SaaS,150,28,36,,,,,0,Lead
L01904,2026-06-03,Paid Search,Campaign 1,SMB,SaaS,150,52,29,,,,,0,Lead
L01905,2025-03-01,Paid Social,Campaign 0,Mid-Market,SaaS,150,82,36,2025-03-04,,,,0,MQL
L01906,2025-11-03,Partner,Campaign 4,Enterprise,SaaS,150,83,23,,,,,0,Lead
L01907,2025-06-24,Webinar,Campaign 3,SMB,SaaS,150,50,35,2025-06-25,,,,0,MQL
L01908,2026-04-10,Paid Search,Campaign 1,SMB,SaaS,150,44,10,,,,,0,Lead
L01909,2025-07-03,Paid Social,Campaign 0,Enterprise,SaaS,150,69,36,2025-07-05,2025-07-07,,,0,SQL
L01910,2026-06-26,Paid Social,Campaign 0,SMB,SaaS,150,49,32,2026-07-01,,,,0,MQL
L01911,2026-02-01,Paid Social,Campaign 0,Enterprise,SaaS,150,52,45,2026-02-02,,,,0,MQL
L01912,2026-07-02,Paid Search,Campaign 1,Enterprise,SaaS,150,81,22,2026-07-07,2026-07-14,,,0,SQL
L01913,2026-01-04,Paid Social,Campaign 0,Mid-Market,SaaS,150,45,34,,,,,0,Lead
L01914,2025-07-07,Paid Social,Campaign 0,Enterprise,SaaS,150,26,40,,,,,0,Lead
L01915,2025-06-05,Paid Social,Campaign 0,SMB,SaaS,150,45,50,2025-06-13,2025-06-24,2025-07-12,2025-07-22,75700,Customer
L01916,2026-06-20,Organic Search,Campaign 2,Enterprise,SaaS,150,27,18,2026-06-24,2026-07-07,2026-07-28,,78100,Opportunity
L01917,2026-03-05,Email Nurture,Campaign 5,SMB,SaaS,150,72,18,,,,,0,Lead
L01918,2025-02-22,Organic Search,Campaign 2,Enterprise,SaaS,150,21,24,,,,,0,Lead
L01919,2026-03-13,Webinar,Campaign 3,Enterprise,SaaS,150,28,25,2026-03-21,,,,0,MQL
L01920,2025-11-23,Paid Search,Campaign 1,Mid-Market,SaaS,150,46,28,2025-12-03,,,,0,MQL
L01921,2025-12-03,Paid Social,Campaign 0,Enterprise,SaaS,150,48,51,,,,,0,Lead
L01922,2026-01-01,Organic Search,Campaign 2,Enterprise,SaaS,150,74,25,,,,,0,Lead
L01923,2025-11-11,Webinar,Campaign 3,Mid-Market,SaaS,150,73,30,2025-11-13,2025-11-14,,,0,SQL
L01924,2026-06-20,Partner,Campaign 4,Enterprise,SaaS,150,55,15,,,,,0,Lead
L01925,2025-06-11,Organic Search,Campaign 2,SMB,SaaS,150,20,18,,,,,0,Lead
L01926,2026-06-09,Email Nurture,Campaign 5,Mid-Market,SaaS,150,91,14,2026-06-16,,,,0,MQL
L01927,2026-05-05,Paid Social,Campaign 0,Mid-Market,SaaS,150,34,34,,,,,0,Lead
L01928,2025-06-01,Paid Social,Campaign 0,Enterprise,SaaS,150,91,34,2025-06-06,,,,0,MQL
L01929,2025-08-28,Paid Social,Campaign 0,SMB,SaaS,150,43,21,,,,,0,Lead
L01930,2026-07-02,Organic Search,Campaign 2,SMB,SaaS,150,58,14,,,,,0,Lead
L01931,2025-05-14,Webinar,Campaign 3,Mid-Market,SaaS,150,21,25,2025-05-23,,,,0,MQL
L01932,2025-03-03,Paid Social,Campaign 0,Enterprise,SaaS,150,27,30,,,,,0,Lead
L01933,2025-01-16,Paid Search,Campaign 1,Mid-Market,SaaS,150,75,14,2025-01-18,,,,0,MQL
L01934,2025-11-25,Paid Search,Campaign 1,SMB,SaaS,150,25,26,,,,,0,Lead
L01935,2026-03-08,Paid Search,Campaign 1,Mid-Market,SaaS,150,73,21,,,,,0,Lead
L01936,2025-09-12,Email Nurture,Campaign 5,Enterprise,SaaS,150,46,21,2025-09-17,,,,0,MQL
L01937,2026-05-13,Organic Search,Campaign 2,Enterprise,SaaS,150,82,24,,,,,0,Lead
L01938,2026-03-21,Organic Search,Campaign 2,Mid-Market,SaaS,150,91,17,2026-03-24,,,,0,MQL
L01939,2025-01-24,Paid Search,Campaign 1,Mid-Market,SaaS,150,64,28,,,,,0,Lead
L01940,2025-07-13,Paid Social,Campaign 0,Mid-Market,SaaS,150,68,31,,,,,0,Lead
L01941,2026-01-31,Organic Search,Campaign 2,Enterprise,SaaS,150,24,10,2026-02-02,2026-02-05,2026-02-27,2026-04-23,9400,Customer
L01942,2026-02-10,Webinar,Campaign 3,Mid-Market,SaaS,150,56,36,2026-02-15,,,,0,MQL
L01943,2025-09-08,Partner,Campaign 4,SMB,SaaS,150,92,14,,,,,0,Lead
L01944,2026-03-22,Paid Search,Campaign 1,Mid-Market,SaaS,150,96,14,,,,,0,Lead
L01945,2026-04-15,Paid Search,Campaign 1,Enterprise,SaaS,150,27,23,2026-04-18,,,,0,MQL
L01946,2026-06-12,Paid Search,Campaign 1,SMB,SaaS,150,32,22,2026-06-21,,,,0,MQL
L01947,2025-12-02,Organic Search,Campaign 2,Enterprise,SaaS,150,82,16,,,,,0,Lead
L01948,2026-02-16,Organic Search,Campaign 2,Mid-Market,SaaS,150,80,19,2026-02-19,,,,0,MQL
L01949,2025-11-25,Paid Search,Campaign 1,Mid-Market,SaaS,150,48,28,2025-12-04,,,,0,MQL
L01950,2026-04-28,Partner,Campaign 4,Mid-Market,SaaS,150,77,20,2026-05-04,,,,0,MQL
L01951,2025-05-09,Paid Social,Campaign 0,SMB,SaaS,150,58,46,,,,,0,Lead
L01952,2025-09-11,Paid Search,Campaign 1,SMB,SaaS,150,70,15,2025-09-18,2025-09-30,2025-10-20,,21500,Opportunity
L01953,2026-06-08,Webinar,Campaign 3,SMB,SaaS,150,81,40,2026-06-14,,,,0,MQL
L01954,2025-11-15,Paid Social,Campaign 0,Mid-Market,SaaS,150,32,55,,,,,0,Lead
L01955,2025-08-20,Organic Search,Campaign 2,SMB,SaaS,150,51,21,,,,,0,Lead
L01956,2025-02-26,Paid Social,Campaign 0,SMB,SaaS,150,73,48,2025-03-01,2025-03-04,2025-04-01,,10600,Opportunity
L01957,2025-08-01,Paid Search,Campaign 1,SMB,SaaS,150,53,23,2025-08-08,,,,0,MQL
L01958,2025-04-09,Webinar,Campaign 3,Mid-Market,SaaS,150,63,14,2025-04-17,2025-04-25,,,0,SQL
L01959,2025-05-31,Partner,Campaign 4,Mid-Market,SaaS,150,57,10,2025-06-08,2025-06-15,2025-07-14,,11500,Opportunity
L01960,2025-01-20,Paid Social,Campaign 0,SMB,SaaS,150,73,61,2025-01-28,,,,0,MQL
L01961,2025-03-18,Email Nurture,Campaign 5,Mid-Market,SaaS,150,54,13,,,,,0,Lead
L01962,2025-12-30,Paid Search,Campaign 1,Enterprise,SaaS,150,40,28,,,,,0,Lead
L01963,2025-07-28,Paid Search,Campaign 1,Mid-Market,SaaS,150,24,28,2025-08-01,,,,0,MQL
L01964,2025-03-02,Organic Search,Campaign 2,Enterprise,SaaS,150,29,22,,,,,0,Lead
L01965,2025-07-30,Organic Search,Campaign 2,SMB,SaaS,150,21,20,,,,,0,Lead
L01966,2025-02-14,Paid Social,Campaign 0,Mid-Market,SaaS,150,35,37,,,,,0,Lead
L01967,2026-01-10,Organic Search,Campaign 2,Mid-Market,SaaS,150,53,12,,,,,0,Lead
L01968,2026-01-20,Paid Search,Campaign 1,Mid-Market,SaaS,150,67,28,2026-01-21,,,,0,MQL
L01969,2026-01-20,Paid Search,Campaign 1,Mid-Market,SaaS,150,48,15,2026-01-25,2026-01-26,2026-02-08,2026-03-06,9000,Customer
L01970,2025-11-06,Paid Social,Campaign 0,Mid-Market,SaaS,150,25,56,,,,,0,Lead
L01971,2025-08-02,Paid Social,Campaign 0,Mid-Market,SaaS,150,20,49,2025-08-09,,,,0,MQL
L01972,2025-10-14,Organic Search,Campaign 2,SMB,SaaS,150,36,18,,,,,0,Lead
L01973,2025-06-28,Partner,Campaign 4,Enterprise,SaaS,150,57,16,,,,,0,Lead
L01974,2025-06-12,Webinar,Campaign 3,Mid-Market,SaaS,150,33,32,2025-06-17,2025-06-22,2025-06-27,2025-07-27,79800,Customer
L01975,2025-10-14,Organic Search,Campaign 2,SMB,SaaS,150,85,10,2025-10-16,2025-10-28,,,0,SQL
L01976,2026-06-23,Paid Search,Campaign 1,Enterprise,SaaS,150,20,22,,,,,0,Lead
L01977,2026-05-29,Partner,Campaign 4,Mid-Market,SaaS,150,48,22,2026-06-06,2026-06-09,2026-06-19,,33200,Opportunity
L01978,2026-01-24,Paid Search,Campaign 1,Mid-Market,SaaS,150,84,23,,,,,0,Lead
L01979,2025-12-03,Webinar,Campaign 3,Enterprise,SaaS,150,86,31,2025-12-07,,,,0,MQL
L01980,2025-04-19,Paid Search,Campaign 1,SMB,SaaS,150,52,12,2025-04-29,,,,0,MQL
L01981,2026-06-08,Webinar,Campaign 3,Enterprise,SaaS,150,56,30,2026-06-11,,,,0,MQL
L01982,2025-05-31,Email Nurture,Campaign 5,SMB,SaaS,150,34,36,,,,,0,Lead
L01983,2025-06-27,Paid Social,Campaign 0,Mid-Market,SaaS,150,85,30,,,,,0,Lead
L01984,2025-06-16,Organic Search,Campaign 2,Mid-Market,SaaS,150,39,26,2025-06-21,2025-06-28,2025-07-03,,57700,Opportunity
L01985,2026-02-02,Paid Social,Campaign 0,SMB,SaaS,150,75,35,,,,,0,Lead
L01986,2026-04-29,Email Nurture,Campaign 5,Enterprise,SaaS,150,77,21,,,,,0,Lead
L01987,2025-02-19,Organic Search,Campaign 2,Enterprise,SaaS,150,20,10,,,,,0,Lead
L01988,2026-06-09,Paid Search,Campaign 1,Mid-Market,SaaS,150,29,10,2026-06-18,2026-07-03,2026-07-18,,83100,Opportunity
L01989,2026-05-06,Organic Search,Campaign 2,Mid-Market,SaaS,150,88,24,2026-05-11,2026-05-21,2026-05-31,,73800,Opportunity
L01990,2026-06-18,Paid Social,Campaign 0,SMB,SaaS,150,81,51,,,,,0,Lead
L01991,2025-07-02,Webinar,Campaign 3,SMB,SaaS,150,93,24,2025-07-04,,,,0,MQL
L01992,2025-03-26,Organic Search,Campaign 2,Enterprise,SaaS,150,40,16,,,,,0,Lead
L01993,2026-03-19,Paid Search,Campaign 1,Enterprise,SaaS,150,28,30,2026-03-23,,,,0,MQL
L01994,2026-01-08,Paid Search,Campaign 1,Enterprise,SaaS,150,73,22,,,,,0,Lead
L01995,2025-07-07,Organic Search,Campaign 2,Mid-Market,SaaS,150,41,24,,,,,0,Lead
L01996,2025-10-26,Email Nurture,Campaign 5,Mid-Market,SaaS,150,60,24,,,,,0,Lead
L01997,2026-04-27,Paid Social,Campaign 0,SMB,SaaS,150,33,24,,,,,0,Lead
L01998,2026-04-29,Partner,Campaign 4,SMB,SaaS,150,76,14,2026-05-04,2026-05-12,2026-05-16,,12100,Opportunity
L01999,2025-03-28,Paid Social,Campaign 0,SMB,SaaS,150,20,46,,,,,0,Lead
L02000,2025-08-28,Partner,Campaign 4,SMB,SaaS,150,60,20,2025-09-03,,,,0,MQL
L02001,2025-07-12,Paid Social,Campaign 0,Enterprise,SaaS,150,54,34,,,,,0,Lead
L02002,2025-03-28,Email Nurture,Campaign 5,Mid-Market,SaaS,150,54,17,,,,,0,Lead
L02003,2025-10-01,Paid Search,Campaign 1,Enterprise,SaaS,150,56,24,,,,,0,Lead
L02004,2025-03-24,Partner,Campaign 4,Mid-Market,SaaS,150,53,17,2025-03-29,,,,0,MQL
L02005,2025-04-09,Paid Search,Campaign 1,Enterprise,SaaS,150,85,23,,,,,0,Lead
L02006,2026-04-16,Email Nurture,Campaign 5,Mid-Market,SaaS,150,21,33,,,,,0,Lead
L02007,2025-09-24,Webinar,Campaign 3,SMB,SaaS,150,56,36,2025-10-01,,,,0,MQL
L02008,2025-01-31,Paid Social,Campaign 0,Enterprise,SaaS,150,81,34,2025-02-04,,,,0,MQL
L02009,2026-02-06,Organic Search,Campaign 2,Enterprise,SaaS,150,70,22,,,,,0,Lead
L02010,2026-01-03,Paid Search,Campaign 1,SMB,SaaS,150,84,25,,,,,0,Lead
L02011,2025-03-14,Paid Social,Campaign 0,SMB,SaaS,150,46,56,,,,,0,Lead
L02012,2025-05-27,Partner,Campaign 4,Mid-Market,SaaS,150,56,19,,,,,0,Lead
L02013,2025-02-19,Organic Search,Campaign 2,Enterprise,SaaS,150,29,20,,,,,0,Lead
L02014,2025-06-27,Email Nurture,Campaign 5,Mid-Market,SaaS,150,83,15,,,,,0,Lead
L02015,2025-08-16,Email Nurture,Campaign 5,Mid-Market,SaaS,150,56,34,2025-08-17,2025-09-01,2025-09-22,2025-11-02,31600,Customer
L02016,2026-05-18,Paid Social,Campaign 0,Enterprise,SaaS,150,25,31,2026-05-24,2026-05-26,,,0,SQL
L02017,2025-06-29,Webinar,Campaign 3,SMB,SaaS,150,26,37,,,,,0,Lead
L02018,2026-05-11,Organic Search,Campaign 2,SMB,SaaS,150,70,24,,,,,0,Lead
L02019,2025-12-08,Paid Search,Campaign 1,SMB,SaaS,150,59,14,,,,,0,Lead
L02020,2025-09-07,Paid Search,Campaign 1,SMB,SaaS,150,79,16,2025-09-17,2025-09-23,2025-10-05,2025-11-24,12500,Customer
L02021,2025-03-11,Paid Social,Campaign 0,Enterprise,SaaS,150,34,46,2025-03-21,,,,0,MQL
L02022,2026-02-10,Organic Search,Campaign 2,SMB,SaaS,150,30,20,,,,,0,Lead
L02023,2026-06-28,Organic Search,Campaign 2,Mid-Market,SaaS,150,40,19,2026-07-03,,,,0,MQL
L02024,2025-11-04,Partner,Campaign 4,Mid-Market,SaaS,150,69,17,2025-11-14,,,,0,MQL
L02025,2025-02-14,Paid Search,Campaign 1,Mid-Market,SaaS,150,30,17,2025-02-20,,,,0,MQL
L02026,2025-12-21,Paid Search,Campaign 1,SMB,SaaS,150,40,24,2025-12-31,,,,0,MQL
L02027,2025-05-30,Paid Search,Campaign 1,Mid-Market,SaaS,150,85,28,,,,,0,Lead
L02028,2025-07-07,Organic Search,Campaign 2,SMB,SaaS,150,43,13,2025-07-10,2025-07-19,,,0,SQL
L02029,2025-09-15,Webinar,Campaign 3,Mid-Market,SaaS,150,48,22,,,,,0,Lead
L02030,2025-01-05,Paid Social,Campaign 0,Enterprise,SaaS,150,49,44,,,,,0,Lead
L02031,2026-02-09,Webinar,Campaign 3,Enterprise,SaaS,150,61,16,,,,,0,Lead
L02032,2025-07-24,Paid Search,Campaign 1,Mid-Market,SaaS,150,36,12,2025-08-03,2025-08-17,,,0,SQL
L02033,2026-01-17,Email Nurture,Campaign 5,Enterprise,SaaS,150,72,23,,,,,0,Lead
L02034,2025-08-09,Partner,Campaign 4,SMB,SaaS,150,63,16,,,,,0,Lead
L02035,2026-01-17,Organic Search,Campaign 2,SMB,SaaS,150,54,18,,,,,0,Lead
L02036,2026-02-24,Paid Social,Campaign 0,Mid-Market,SaaS,150,66,34,2026-02-26,2026-03-03,,,0,SQL
L02037,2025-06-15,Paid Search,Campaign 1,Enterprise,SaaS,150,79,27,,,,,0,Lead
L02038,2025-03-30,Organic Search,Campaign 2,Mid-Market,SaaS,150,53,25,2025-03-31,2025-04-12,2025-05-05,2025-05-18,57600,Customer
L02039,2026-01-14,Webinar,Campaign 3,Enterprise,SaaS,150,67,40,2026-01-23,,,,0,MQL
L02040,2025-06-09,Email Nurture,Campaign 5,Enterprise,SaaS,150,85,21,,,,,0,Lead
L02041,2025-09-05,Webinar,Campaign 3,SMB,SaaS,150,88,19,2025-09-11,,,,0,MQL
L02042,2025-03-15,Email Nurture,Campaign 5,SMB,SaaS,150,50,14,2025-03-19,2025-04-04,2025-04-22,,80800,Opportunity
L02043,2026-06-03,Partner,Campaign 4,SMB,SaaS,150,91,19,2026-06-05,2026-06-10,,,0,SQL
L02044,2026-06-27,Paid Search,Campaign 1,Enterprise,SaaS,150,71,25,,,,,0,Lead
L02045,2025-04-24,Paid Social,Campaign 0,Mid-Market,SaaS,150,53,47,,,,,0,Lead
L02046,2025-01-07,Email Nurture,Campaign 5,SMB,SaaS,150,91,14,,,,,0,Lead
L02047,2025-02-08,Partner,Campaign 4,Enterprise,SaaS,150,79,12,2025-02-11,,,,0,MQL
L02048,2026-05-11,Webinar,Campaign 3,Mid-Market,SaaS,150,29,15,2026-05-12,,,,0,MQL
L02049,2025-10-12,Paid Social,Campaign 0,Enterprise,SaaS,150,42,50,,,,,0,Lead
L02050,2026-04-21,Organic Search,Campaign 2,SMB,SaaS,150,96,14,,,,,0,Lead
L02051,2025-01-01,Paid Search,Campaign 1,Mid-Market,SaaS,150,20,19,,,,,0,Lead
L02052,2026-04-13,Email Nurture,Campaign 5,Mid-Market,SaaS,150,66,18,2026-04-21,,,,0,MQL
L02053,2025-09-20,Email Nurture,Campaign 5,Enterprise,SaaS,150,34,25,,,,,0,Lead
